CarModel0,Mass_kg0,CarModel1,Mass_kg1,CarModel2,Mass_kg2,CarModel3,Mass_kg3,CarModel4,Mass_kg4,SumRandomValue,TotalMass,TotalLength,Velocity1,GravityCenter1,Velocity2,TheoreticalVelocity2,GravityCenter2,T12,TheoreticalT12,Velocity3,TheoreticalVelocity3,GravityCenter3,T23,TheoreticalT23
53FTWELL,24950,BNCOIL,19140,BIAUTORACK,53202.86361161022,52FTGONDOLA,93502.65427012485,null,null,-253.14186766544168,190795.51788173508,83.03999999999999,2.106499511163915,-2.181517772896958,5.160057279883281,5.1285255847427225,-3.873203222500069,31.673,31.776,2.3503955431483488,2.208029974525487,-4.0406256007755035,72.362,73.815
5188COVEREDHOPPER,45538.189706123376,25.39kGALTANK,40910,53FTWELL,24950,53FTWELL,24950,null,null,-139.44629192762875,136348.18970612338,82.69,2.81188718978367,-1.7708511094182426,5.922254453968272,5.901429688329918,-3.795712812306754,28.111,28.167,3.3092651181508965,3.2353583614754626,-4.0227838116553185,58.429,58.921
68FTFLAT,37060,23.5kGALTANK,35110,3285CFCOVEREDHOPPER,57582.336872821725,BIAUTORACK,80902.65387035407,null,null,68.50931218277202,210654.9907431758,80.65,1.9456441393735076,-2.0433876772193384,5.454977631492572,5.462387819264342,-3.869325270370483,31.734,31.705,3.115312048015848,3.141632307831649,-4.034322512188373,63.163,62.969
BNCOIL,34567.28979537992,100TOPENTOPHOPPER,66170.36485145247,100TROPENTOPHOPPER,36513.18118435084,null,null,null,null,63.81526694141547,137250.8358311832,45.019999999999996,2.833847552898356,-2.2735690814842426,5.343851822783385,5.354685201826626,-3.9077870000000003,28.553,28.520,2.524323926489463,2.5687942603958143,-4.044211133357863,69.426,69.029
29.3kGALTANK,105061.37537028914,53FTWELL,24950,33.7kGALTANK,64994.20987921107,BNCOIL,94110.08312026062,null,null,22.896513691972046,289115.66836976085,75.31,1.4780343685164965,-2.0351104981135286,5.334380559856974,5.336378651141813,-3.8521836842532147,34.002,33.991,2.985488248468139,2.9921161552275053,-4.0343717424418095,64.947,64.899
TRIAUTORACK,70049.34946332849,66FTGONDOLA,67489.26426795941,null,null,null,null,null,null,-228.28020046521294,137538.6137312879,50.06,3.2401014202126888,-2.269172869015949,5.735606714791293,5.699353348425131,-3.9077870000000012,26.463,26.548,3.6326548153370046,3.5142411518830783,-4.044005733807677,58.024,58.787
100TROPENTOPHOPPER,68681.41540404543,52FTGONDOLA,60807.30465787034,3285CFCOVEREDHOPPER,48415.23960215676,66FTGONDOLA,33610,null,null,154.09758421282532,211513.95966407255,67.75,2.1011252162970817,-1.9711583136254431,5.61983049729063,5.6359422138268895,-3.8750621787244763,30.888,30.831,3.2003446301483294,3.256556673297273,-4.0309607370944835,61.555,61.159
66FTGONDOLA,101743.31929511561,100TROPENTOPHOPPER,98540.96323996311,33.7kGALTANK,45630,100TOPENTOPHOPPER,28030,BNCOIL,19140,-103.81593137250833,293084.2825350787,86.46000000000001,2.7382700980375745,-1.6847540369657377,6.324506878062702,6.3174425190880115,-3.775798991541808,27.285,27.301,4.711405781891466,4.692282957031664,-4.019627483329247,48.543,48.631
3285CFCOVEREDHOPPER,118150.773557999,null,null,null,null,null,null,null,null,-97.04061237443084,118150.773557999,12.76,2.7856198976166398,-2.5598379999999996,5.008431546397496,4.987632353248321,-3.9077870000000003,28.964,29.019,2.808801929798837,2.730918174843628,-4.057682137088525,69.309,70.019
33.7kGALTANK,64352.13042903329,53FTWELL,85630.50892395798,4750CFCOVEREDHOPPER,60022.66534541024,null,null,null,null,22.201697406746007,210005.3046984015,61.67999999999999,2.4632291178759846,-2.1362672704982444,5.529964958175154,5.532424785038008,-3.8964454236993977,29.448,29.437,3.121368210665953,3.129770654435715,-4.038236907234183,62.866,62.808
5188COVEREDHOPPER,28120,BIAUTORACK,45360,null,null,null,null,null,null,9.00999440219357,73480,46.28,2.4465702153574345,-2.274655735438215,5.061128206787552,5.064246680152644,-3.907787000000001,30.602,30.589,1.551236421958484,1.56968698248717,-4.044262072164903,83.097,82.863
29.3kGALTANK,36740,25.39kGALTANK,40910,100TROPENTOPHOPPER,53866.28160169258,BNCOIL,46548.21578930299,4750CFCOVEREDHOPPER,49798.6231972542,-262.66331612944214,227863.12058824976,84.62,1.428490942062444,-1.973182498974933,5.354311477801087,5.327814888583309,-3.844750073880445,34.214,34.316,2.934406572873119,2.8356338078117447,-4.0315314807406475,65.166,65.977
4750CFCOVEREDHOPPER,42074.762449494054,4750CFCOVEREDHOPPER,120240.32201678654,4750CFCOVEREDHOPPER,29260,null,null,null,null,90.20945033314054,191575.0844662806,54.900000000000006,3.826254285142346,-2.1773354390917894,6.118729329083888,6.128443752665713,-3.9077870000000003,24.370,24.347,3.8219545849887995,3.852598364206143,-4.039847715334825,54.760,54.591
BNCOIL,19140,68FTFLAT,117095.1724985414,3285CFCOVEREDHOPPER,47405.51345873937,3285CFCOVEREDHOPPER,24030,null,null,67.88717786246455,207670.6859572808,61.559999999999995,2.9088215119359413,-2.14005779115344,5.615587191622868,5.622860428475637,-3.9021418367425387,27.929,27.907,2.9014382258766185,2.92878591590858,-4.038113110827195,64.105,63.897
68FTFLAT,71490.31906248278,25.39kGALTANK,123514.18700855841,null,null,null,null,null,null,185.0167200559413,195004.5060710412,40.56,3.314919627624349,-2.387121036570178,5.620949552431194,5.642382347608298,-3.9077870000000003,26.296,26.242,3.631382558866285,3.69856482250193,-4.0495558463120105,58.634,58.210
25.39kGALTANK,113069.20945488357,100TOPENTOPHOPPER,104998.44700591714,100TOPENTOPHOPPER,28030,100TROPENTOPHOPPER,90673.57903465652,null,null,-38.05753564313852,336771.23549545725,64.69,3.2254843707300207,-2.0589295993661794,6.132985341105949,6.130696403799189,-3.8848936872334723,25.976,25.979,4.3496940464942115,4.342831301112813,-4.034828357320533,51.664,51.702
TRIAUTORACK,47990,TRIAUTORACK,75538.57372716813,4750CFCOVEREDHOPPER,94381.36675086844,null,null,null,null,-81.31050533542665,217909.9404780366,75.5,1.8005322500874335,-2.1659667344434057,5.229015593775389,5.2201978788472845,-3.8828812479342516,32.650,32.678,2.7724372072736796,2.7376328171195183,-4.039793907797878,67.770,68.078
73FTCENTERBEAM,28120,TRIAUTORACK,66530.09783076365,5188COVEREDHOPPER,28120,null,null,null,null,188.3474433296188,122770.09783076365,70.83000000000001,2.626466234131943,-2.098811230973793,5.536629645399432,5.570790215874306,-3.88672944009194,29.091,28.988,2.8891447868799385,3.0181554447239187,-4.036573923909754,64.519,63.527
29.3kGALTANK,36740,53FTWELL,40142.2626104245,66FTGONDOLA,63306.48478268141,null,null,null,null,55.11317147288321,140188.7473931059,63.1,2.273835992671699,-2.173360981314793,5.269043117774105,5.278328801838728,-3.893276987438927,30.772,30.739,2.4358056376882904,2.474813866332079,-4.039997061073045,70.814,70.448
73FTCENTERBEAM,28120,23.5kGALTANK,79514.84004584691,null,null,null,null,null,null,34.35247346584036,107634.84004584691,41.49,3.785122775645632,-2.432172964580466,5.6495558999651605,5.656626465208303,-3.9077870000000003,25.073,25.055,3.2702849544182606,3.2942275331908024,-4.0516749026447405,60.987,60.824
25.39kGALTANK,127361.26330130285,null,null,null,null,null,null,null,null,106.42081952032026,127361.26330130285,18.21,3.837242163500745,-2.513513,5.741320876450848,5.7600157934369856,-3.9077870000000003,24.623,24.581,3.9176065331343732,3.9730202141471653,-4.055501822056909,56.083,55.765
66FTGONDOLA,33610,66FTGONDOLA,127823.90218287936,null,null,null,null,null,null,54.13502272204488,161433.90218287936,42.92,2.012776368144029,-2.4099336927931443,4.9326803839990845,4.941508056590083,-3.9077870000000003,32.025,31.992,2.5530649061950683,2.5864957582788675,-4.050628623982104,72.538,72.217
33.7kGALTANK,62273.15261025014,29.3kGALTANK,49126.52303120628,null,null,null,null,null,null,38.674707053642294,111399.67564145642,38.22,1.6368950588825364,-2.3316535296817467,4.8858623054911625,4.894823598594875,-3.907787,33.922,33.885,2.2262198070021832,2.2651153109044797,-4.046944107379239,76.572,76.153
TRIAUTORACK,61609.1440486131,3285CFCOVEREDHOPPER,56892.6088964238,null,null,null,null,null,null,165.5715252893968,118501.7529450369,41.36,1.840505126171073,-2.377061710675602,4.752647665516215,4.789402808042279,-3.907787000000001,33.443,33.308,1.3226646213380273,1.5666767244438558,-4.049080781830564,89.892,86.356
25.39kGALTANK,40910,73FTCENTERBEAM,29106.925145998688,4750CFCOVEREDHOPPER,50176.1420564395,null,null,null,null,-47.055362000788534,120193.0672024382,61.06,2.376869484689755,-2.1650987015514978,5.293397008801184,5.284478899570792,-3.894464769481262,30.386,30.411,2.4044641596738145,2.3645050899878246,-4.039660941093028,70.944,71.334
53FTWELL,24950,4750CFCOVEREDHOPPER,52963.23747386078,66FTGONDOLA,80150.6172024732,73FTCENTERBEAM,28120,null,null,-342.7924851367613,186183.85467633398,87.71000000000001,3.430892124740574,-1.9056578534131494,6.331342902345972,6.295308952489392,-3.8479864002580255,25.202,25.282,4.48118066264629,4.3772517020831385,-4.028453322243636,49.971,50.468
73FTCENTERBEAM,36778.13948980532,null,null,null,null,null,null,null,null,-35.79807531952565,36778.13948980532,24.55,2.7628332366629293,-2.4596230000000006,4.960591437593904,4.93686462807151,-3.907787,29.369,29.434,2.0644108464921143,1.945511504111595,-4.052966480213857,77.716,79.103
23.5kGALTANK,62352.35123503549,33.7kGALTANK,72297.51171641673,null,null,null,null,null,null,-49.11903840568161,134649.8629514522,36.92,3.322290352029544,-2.3531472812434293,5.57704423871177,5.569061409663923,-3.9077870000000003,26.430,26.446,3.2752570046354044,3.2468051733334646,-4.04795715613099,61.452,61.660
5188COVEREDHOPPER,28120,73FTCENTERBEAM,72515.1604174306,null,null,null,null,null,null,-153.92801301170277,100635.1604174306,42.230000000000004,2.94972746097463,-2.35932192671576,5.30993773864891,5.274412319659001,-3.9077870000000003,28.087,28.179,2.752140558135215,2.610435508633684,-4.048245600787915,67.618,68.873
25.39kGALTANK,106446.75294510802,null,null,null,null,null,null,null,null,49.591402221737155,106446.75294510802,18.21,2.2517341839953,-2.513513,4.83403661391259,4.846475574667314,-3.9077870000000003,31.197,31.154,2.4578798109527478,2.5065481240215184,-4.055501460134523,74.361,73.869
3285CFCOVEREDHOPPER,74872.40444514333,53FTWELL,89687.65768557356,BIAUTORACK,46104.85423254359,68FTFLAT,37060,null,null,-43.66834040014342,247724.91636326048,87.10999999999999,3.089794021031994,-1.6061891202545318,6.474671793393545,6.471216253645849,-3.7450668273847705,25.723,25.729,4.716208372024486,4.706918610515449,-4.018327949986203,47.787,47.829
BNCOIL,35285.45484640763,53FTWELL,36208.08672832797,66FTGONDOLA,33610,null,null,null,null,-30.92243146255072,105103.5415747356,58.55,2.247212303746758,-2.1093204956919394,5.319831780693007,5.313190180804405,-3.89531282906332,30.911,30.930,2.3833473373684013,2.3534515823762163,-4.0370164199217085,71.017,71.311
29.3kGALTANK,93121.44783601309,100TROPENTOPHOPPER,55335.012593706364,23.5kGALTANK,35110,29.3kGALTANK,125221.91922685681,null,null,-54.228532935197904,308788.37965657626,69.6,1.7612317794225243,-2.0922550741206396,5.385861644699553,5.381783241099159,-3.87540943083694,32.490,32.502,3.14623164180749,3.1317624835977136,-4.036603569380798,63.484,63.599
33.7kGALTANK,45630,25.39kGALTANK,61440.191912930306,4750CFCOVEREDHOPPER,79252.24655190806,4750CFCOVEREDHOPPER,37481.60321545703,null,null,82.09707309735157,223804.0416802954,74.78999999999999,2.8840517697559784,-2.0198536995654703,5.91811294147986,5.925966201051087,-3.8788547783704925,27.472,27.448,3.8215355044344843,3.8455607998052797,-4.033176603036601,55.671,55.536
23.5kGALTANK,35110,23.5kGALTANK,45382.70443737522,3285CFCOVEREDHOPPER,80045.62736183176,53FTWELL,24950,BIAUTORACK,45360,-63.14273160325709,230848.33179920696,98.63999999999999,1.4208173398802901,-1.5921842036966198,5.7570448071965865,5.751130449988825,-3.741433343186153,32.710,32.728,3.376940131587157,3.3572412203883353,-4.018370583213642,58.446,58.578
25.39kGALTANK,97864.648454144,23.5kGALTANK,44210.67073504597,66FTGONDOLA,88628.00316247802,4750CFCOVEREDHOPPER,88996.45219487461,53FTWELL,24950,154.65480132858966,344649.77454654255,98.31,2.2514499663433787,-1.5067492169964354,6.322080569695037,6.330821557930801,-3.715357784490741,27.820,27.792,4.812094500502404,4.836134618232253,-4.016983649699703,47.791,47.692
BNCOIL,56253.28404079732,33.7kGALTANK,99700.48081879369,25.39kGALTANK,69010.09188146611,null,null,null,null,117.2563766968849,224963.85674105713,51.88,3.621792853194209,-2.213461226957793,6.040100731368782,6.051091192138317,-3.9077870000000003,24.947,24.921,4.00502026042419,4.037929308232798,-4.041546408024487,54.106,53.929
73FTCENTERBEAM,105918.92801326774,68FTFLAT,119308.42441300579,BIAUTORACK,57189.46505013494,25.39kGALTANK,40910,100TOPENTOPHOPPER,84244.64543549897,-374.0845118353181,407571.4629119074,108.86000000000001,3.3343674772681275,-1.448073547705984,6.746648781353277,6.729298638827582,-3.659948055767053,24.090,24.123,5.329629825967122,5.285504019115681,-4.017028549066726,43.954,44.117
53FTWELL,24950,3285CFCOVEREDHOPPER,97549.5847296691,73FTCENTERBEAM,28120,53FTWELL,94325.4572849154,TRIAUTORACK,77855.51242645473,104.0260134491201,322800.5544410392,112.70999999999998,1.9952136028814,-1.5606421269466697,6.104812326514104,6.111390943448977,-3.7102483012511507,28.916,28.893,4.489073325647483,4.50758410268358,-4.019660767108928,50.128,50.044
5188COVEREDHOPPER,28120,3285CFCOVEREDHOPPER,69457.32682548152,null,null,null,null,null,null,-155.4002735723865,97577.32682548152,30.439999999999998,1.816594102801174,-2.4852738667458394,4.537156384724979,4.49377391705886,-3.9077870000000003,33.937,34.093,1.1264139367721544,0.6882773080326021,-4.054173298524221,96.461,104.743
BIAUTORACK,53775.16553553016,52FTGONDOLA,29710,100TOPENTOPHOPPER,68352.9382001885,100TROPENTOPHOPPER,26540,null,null,29.59004605386282,178378.10373571864,77.28,2.3912088306013253,-2.0366574490175386,5.5545632244647365,5.558338916160763,-3.86939436252969,29.930,29.915,3.038191579755122,3.0515025966460536,-4.034022431646475,63.135,63.039
73FTCENTERBEAM,58631.22232803481,null,null,null,null,null,null,null,null,-61.41078668461928,58631.22232803481,24.55,1.9234960773738783,-2.459623,4.677438589010333,4.649631484186712,-3.9077870000000003,33.003,33.097,1.6909886091133615,1.5285129446436196,-4.05296542693994,85.734,88.053
4750CFCOVEREDHOPPER,89409.00303162004,BIAUTORACK,67933.79196259956,33.7kGALTANK,56836.541247352754,29.3kGALTANK,103640.31068615703,null,null,228.0073977823481,317819.64692772937,85.12,3.472533633103642,-1.9274341120817546,6.252275823779679,6.266630471761189,-3.811790682101288,25.136,25.101,4.328752176083317,4.370831557493208,-4.030291323558967,50.799,50.599
52FTGONDOLA,29710,73FTCENTERBEAM,119896.1011676124,5188COVEREDHOPPER,61666.52281730417,25.39kGALTANK,46008.22714732613,100TROPENTOPHOPPER,26540,-103.67236870369652,283820.8511322427,93.97,2.955336378406443,-1.7320330059944982,6.295175309208085,6.287951421628307,-3.8005312408522838,26.544,26.560,4.397152342252062,4.376107070506672,-4.0225002239400816,50.305,50.409
BNCOIL,101074.4014505516,3285CFCOVEREDHOPPER,80561.17275107704,33.7kGALTANK,45630,66FTGONDOLA,33610,null,null,115.56250339719998,260875.57420162862,67.89,2.6080712242274355,-1.8673622889134152,6.097375771264684,6.106494252838111,-3.862579337995581,28.114,28.085,4.212783176746654,4.2395454346403785,-4.026545273522992,52.473,52.339
29.3kGALTANK,96474.9457032905,66FTGONDOLA,49575.800816044226,4750CFCOVEREDHOPPER,29260,null,null,null,null,23.97268731827289,175310.74651933473,58,3.3201136166502154,-2.031549530594271,6.086089909701193,6.0889383105044,-3.8997852729592632,25.877,25.867,3.8150947347046227,3.8239946657279043,-4.033477007274918,54.964,54.917
BIAUTORACK,77797.38877426294,null,null,null,null,null,null,null,null,114.19366613974302,77797.38877426294,28.6,1.4032018075518635,-2.425198,4.52691080666333,4.567779992656884,-3.9077870000000003,35.772,35.606,0.2451285489239685,0.8973331018546782,-4.051345412071464,114.673,100.681
25.39kGALTANK,112392.29330342423,100TOPENTOPHOPPER,42456.136415989844,null,null,null,null,null,null,95.12285430481792,154848.42971941407,33.36,2.1400904049000924,-2.3337091034892805,5.049886020896986,5.065350590008421,-3.9077870000000003,31.396,31.343,2.3858967664862143,2.4501429295685915,-4.04704123347616,73.275,72.637
100TOPENTOPHOPPER,113787.18801038997,null,null,null,null,null,null,null,null,87.72875963085596,113787.18801038997,15.15,2.7255930600391896,-2.539523,4.924212349188019,4.944382810745133,-3.907787,29.389,29.328,2.2907593281202137,2.3759388248994657,-4.056726446988054,75.268,74.380
66FTGONDOLA,124984.01997012984,52FTGONDOLA,78781.1063384748,4750CFCOVEREDHOPPER,40813.58589759136,23.5kGALTANK,91607.65280135495,null,null,-267.1261743860264,336186.3650075509,74.05,3.6241541259410903,-1.972110553758576,6.442810416479095,6.4272567373846305,-3.859436345559573,24.492,24.523,4.756692701439869,4.713422926195272,-4.031343754428107,48.266,48.459
66FTGONDOLA,120867.89807343144,BNCOIL,81892.63970333534,23.5kGALTANK,115659.33348289275,BNCOIL,31772.541222715772,null,null,-161.7329920727065,350192.4124823753,65.78,1.484978985138364,-2.046199463453987,5.504847253415489,5.494268242570943,-3.88572266725277,33.321,33.358,3.562498558023815,3.5286695273681628,-4.034222809391957,59.747,59.978
TRIAUTORACK,56777.70318769454,52FTGONDOLA,80146.01885117602,68FTFLAT,140973.62218371927,null,null,null,null,-204.15078484349814,277897.34422258986,68.30000000000001,3.2863283940388217,-2.223942733838618,5.870455703261345,5.854716005065351,-3.8964460094049236,26.077,26.111,3.9302269140413655,3.88158984575356,-4.042267393592878,55.329,55.614
66FTGONDOLA,33610,BNCOIL,98722.30696559642,BNCOIL,19140,5188COVEREDHOPPER,53299.12426728602,52FTGONDOLA,73033.7533943572,-89.93642025365095,277805.18462723965,83.87,3.1934404340562326,-1.980651777388963,6.045045695464644,6.03845472258688,-3.852176831867462,26.359,26.372,3.9153428313936502,3.8946609439081907,-4.031758903019422,54.282,54.401
68FTFLAT,37060,100TROPENTOPHOPPER,45464.80779321857,52FTGONDOLA,121072.63168455083,null,null,null,null,-304.56167152129615,203597.4394777694,55.88,2.7695786706497807,-2.3433543244715365,5.353443657242525,5.318506695575812,-3.9077870000000003,28.546,28.639,3.097489416656384,2.9722293607444104,-4.047605380670934,64.353,65.350
